SBRN,Hospital,FieldItemMasterNumber,Part Name,Part Description,Unit of Measure,Classification,Manufacturer Name,Vendor Name,Vendor Contact Info,Vendor Part Number,Catalog Number,Price,Lot Number,Batch Number,Expiration Date,Recall Status,Purchase Order Number,Purchase Date,Order Status,QtyOnOrder,OnHandQty,Location,NationalItemMasterId,DataQualityFlags,HumanReviewRequired
SBRN4231,Hospital I,FR8055GA,IV Bag 500ml,Catheter Foley - Standard,PACK,Surgical,HealthCorp Intl,MedLogix,242662,VP-1212,CAT-92171,999.02,LOT-25646,BATCH-8948,2021-04-10,Monitoring,PO-369814,2025-04-25,Pending,190,3,ER Supply Room,NIM-IV-BAG-500ML,RECALL_STATUS_MONITORING_REQUIRES_GOVERNANCE;EXPIRATION_BEFORE_PURCHASE_REQUIRES_REVIEW;EXPIRED_ITEM_FLAG,True
SBRN4232,Hospital I,XT4082V2,IV Bag 500ml,Surgical Gloves - Imported,PACK,Pharmaceutical,HealthCorp Intl,MedLogix,484244,VP-3981,CAT-39525,965.12,LOT-48034,BATCH-4720,2024-10-20,Active,PO-294949,2020-05-09,Canceled,53,8,Pharmacy Storage,NIM-IV-BAG-500ML,EXPIRED_ITEM_FLAG,False
SBRN4233,Hospital I,CB9363EO,IV Bag 500ml,Compression Bandage - Generic,PACK,Supply,SurgiTech LLC,United Medical Suppliers,980411,VP-1879,CAT-16890,1113.68,LOT-67282,BATCH-7069,,None,PO-556137,2022-08-19,Pending,170,194,ER Supply Room,NIM-IV-BAG-500ML,MISSING_RECALL_STATUS_NORMALIZED_TO_NONE,False
SBRN4234,Hospital I,DC8155X0,IV Bag 500ml,Surgical Gloves - Generic,PACK,Medical,MedSupply Corp,United Medical Suppliers,607082,VP-7193,CAT-25621,920.9,LOT-76813,BATCH-2388,2023-12-20,Monitoring,PO-756786,2024-11-03,Canceled,25,45,Surgery Closet,NIM-IV-BAG-500ML,RECALL_STATUS_MONITORING_REQUIRES_GOVERNANCE;EXPIRATION_BEFORE_PURCHASE_REQUIRES_REVIEW;EXPIRED_ITEM_FLAG,True
SBRN4235,Hospital I,DY6863MS,IV Bag 500ml,Thermometer Digital - Generic,PACK,Pharmaceutical,HealthCorp Intl,GlobalMed,113848,VP-5347,CAT-98588,1395.69,LOT-76206,BATCH-3009,2028-06-21,Monitoring,PO-894005,2020-08-07,Delivered,61,547,Main Warehouse,NIM-IV-BAG-500ML,RECALL_STATUS_MONITORING_REQUIRES_GOVERNANCE,True
SBRN4236,Hospital I,IS5990VC,IV Bag 500ml,IV Bag 500ml - Standard,PACK,Implant,MedSupply Corp,Prime Healthcare Vendors,582762,VP-9393,CAT-79959,554.96,LOT-63656,BATCH-8091,2025-03-18,Monitoring,PO-129064,2027-11-11,Canceled,58,9,Main Warehouse,NIM-IV-BAG-500ML,RECALL_STATUS_MONITORING_REQUIRES_GOVERNANCE;FUTURE_PURCHASE_DATE_REQUIRES_REVIEW;EXPIRATION_BEFORE_PURCHASE_REQUIRES_REVIEW;EXPIRED_ITEM_FLAG,True
SBRN4237,Hospital I,OB60306X,IV Bag 500ml,Compression Bandage - Imported,PACK,Surgical,SurgiTech LLC,GlobalMed,390045,VP-9616,CAT-31002,453.17,LOT-87083,BATCH-4175,2024-12-28,Active,PO-772567,2024-05-31,Pending,85,17,Main Warehouse,NIM-IV-BAG-500ML,EXPIRED_ITEM_FLAG,False
SBRN4238,Hospital I,TG68586T,IV Bag 500ml,Catheter Foley - Premium,PACK,Supply,SurgiTech LLC,MedLogix,857948,VP-5819,CAT-19653,685.58,LOT-59511,BATCH-8887,2022-02-18,Active,PO-950312,2021-04-02,Pending,16,122,Main Warehouse,NIM-IV-BAG-500ML,EXPIRED_ITEM_FLAG,False
SBRN4239,Hospital I,TG68586T,IV Bag 500ml,Thermometer Digital - Imported,PACK,Implant,SurgiTech LLC,GlobalMed,317492,VP-1935,CAT-25917,649.82,LOT-29629,BATCH-4722,2020-06-18,None,PO-553478,2023-08-09,Pending,11,158,ER Supply Room,NIM-IV-BAG-500ML,MISSING_RECALL_STATUS_NORMALIZED_TO_NONE;EXPIRATION_BEFORE_PURCHASE_REQUIRES_REVIEW;EXPIRED_ITEM_FLAG,True
SBRN4240,Hospital I,TM1604CK,IV Bag 500ml,Compression Bandage - Standard,PACK,Implant,HealthCorp Intl,GlobalMed,666989,VP-4933,CAT-13311,1248.91,LOT-24470,BATCH-2778,2028-06-04,Monitoring,PO-132184,2021-06-15,Pending,144,45,Main Warehouse,NIM-IV-BAG-500ML,RECALL_STATUS_MONITORING_REQUIRES_GOVERNANCE,True
SBRN4241,Hospital I,BF2061R0,IV Bag 500ml,Wound Dressing Large - Generic,UNIT,Supply,MedSupply Corp,Prime Healthcare Vendors,874053,VP-5252,CAT-27079,771.08,LOT-18044,BATCH-4567,2027-04-21,Active,PO-211712,2026-05-12,Delivered,128,17,Clinic Supply Cabinet,NIM-IV-BAG-500ML,,False
SBRN4242,Hospital I,DP1682T7,IV Bag 500ml,Compression Bandage - Standard,UNIT,Supply,SurgiTech LLC,GlobalMed,768957,VP-9851,CAT-24199,591.89,LOT-21460,BATCH-8422,2021-12-19,Monitoring,PO-576764,2022-06-26,Delivered,142,50,ER Supply Room,NIM-IV-BAG-500ML,RECALL_STATUS_MONITORING_REQUIRES_GOVERNANCE;EXPIRATION_BEFORE_PURCHASE_REQUIRES_REVIEW;EXPIRED_ITEM_FLAG,True
SBRN4243,Hospital I,DQ5513ZJ,IV Bag 500ml,Blood Pressure Cuff - Imported,UNIT,Surgical,SurgiTech LLC,MedLogix,664105,VP-2912,CAT-98561,881.62,LOT-94296,BATCH-5914,2021-12-29,None,PO-617973,2024-01-28,Delivered,169,3,Clinic Supply Cabinet,NIM-IV-BAG-500ML,MISSING_RECALL_STATUS_NORMALIZED_TO_NONE;EXPIRATION_BEFORE_PURCHASE_REQUIRES_REVIEW;EXPIRED_ITEM_FLAG,True
SBRN4244,Hospital I,OL357640,IV Bag 500ml,IV Bag 500ml - Standard,UNIT,Surgical,HealthCorp Intl,United Medical Suppliers,925142,VP-7349,CAT-87834,148.12,LOT-47113,BATCH-8348,2027-10-30,Active,PO-894005,2023-06-02,Delivered,122,43,Main Warehouse,NIM-IV-BAG-500ML,,False
SBRN4245,Hospital I,QL59662R,IV Bag 500ml,IV Bag 500ml - Generic,UNIT,Surgical,HealthCorp Intl,MedLogix,620119,VP-5347,CAT-24003,578.71,LOT-52306,BATCH-9667,2026-01-25,None,PO-860935,2025-03-17,Canceled,139,30,Surgery Closet,NIM-IV-BAG-500ML,MISSING_RECALL_STATUS_NORMALIZED_TO_NONE;EXPIRED_ITEM_FLAG,False
SBRN4246,Hospital I,QL59662R,IV Bag 500ml,Scalpel Size 10 - Generic,UNIT,Surgical,MedSupply Corp,HealthEquip Direct,576831,VP-2323,CAT-24145,803.62,LOT-47878,BATCH-7657,2026-11-24,None,PO-369814,2024-01-16,Pending,5,141,Clinic Supply Cabinet,NIM-IV-BAG-500ML,MISSING_RECALL_STATUS_NORMALIZED_TO_NONE,False
SBRN4247,Hospital I,TG68586T,IV Bag 500ml,Syringe 10ml - Standard,UNIT,Surgical,SurgiTech LLC,United Medical Suppliers,112348,VP-4204,CAT-45760,12.67,LOT-41044,BATCH-4131,2021-02-18,Monitoring,PO-822899,2028-11-23,Canceled,35,48,Pharmacy Storage,NIM-IV-BAG-500ML,RECALL_STATUS_MONITORING_REQUIRES_GOVERNANCE;FUTURE_PURCHASE_DATE_REQUIRES_REVIEW;EXPIRATION_BEFORE_PURCHASE_REQUIRES_REVIEW;EXPIRED_ITEM_FLAG,True
SBRN4248,Hospital I,TT2608AP,IV Bag 500ml,Blood Pressure Cuff - Imported,UNIT,Implant,SurgiTech LLC,HealthEquip Direct,386522,VP-8616,CAT-86820,999.02,LOT-15302,BATCH-7603,2020-06-09,None,PO-370609,2022-07-25,Pending,120,24,Receiving Dock,NIM-IV-BAG-500ML,MISSING_RECALL_STATUS_NORMALIZED_TO_NONE;EXPIRATION_BEFORE_PURCHASE_REQUIRES_REVIEW;EXPIRED_ITEM_FLAG,True
SBRN4249,Hospital I,ZD7018VO,IV Bag 500ml,Syringe 10ml - Imported,UNIT,Implant,MedSupply Corp,United Medical Suppliers,830096,VP-3199,CAT-20065,593.07,LOT-94125,BATCH-4081,2027-03-05,None,PO-177870,2026-06-15,Pending,150,122,Surgery Closet,NIM-IV-BAG-500ML,MISSING_RECALL_STATUS_NORMALIZED_TO_NONE,False
SBRN4250,Hospital I,VT0903J0,IV Bag 500ml,Wound Dressing Large - Standard,EA,Surgical,MedSupply Corp,HealthEquip Direct,570699,VP-9500,CAT-30280,1128.29,LOT-10592,BATCH-5132,2020-11-23,Monitoring,PO-211829,2022-06-26,Delivered,94,33,Receiving Dock,NIM-IV-BAG-500ML,RECALL_STATUS_MONITORING_REQUIRES_GOVERNANCE;EXPIRATION_BEFORE_PURCHASE_REQUIRES_REVIEW;EXPIRED_ITEM_FLAG,True
SBRN4251,Hospital I,YW0444ME,IV Bag 500ml,Wound Dressing Large - Imported,PACK,Implant,SurgiTech LLC,United Medical Suppliers,907295,VP-3789,CAT-61255,427.57,LOT-68607,BATCH-4072,2022-06-12,None,PO-617145,2022-07-23,Delivered,23,13,Clinic Supply Cabinet,NIM-IV-BAG-500ML,MISSING_RECALL_STATUS_NORMALIZED_TO_NONE;EXPIRATION_BEFORE_PURCHASE_REQUIRES_REVIEW;EXPIRED_ITEM_FLAG,True
SBRN4252,Hospital I,JE4634TC,Scalpel Size 10,IV Bag 500ml - Imported,BAG,Pharmaceutical,MedSupply Corp,United Medical Suppliers,242662,VP-5857,CAT-95509,1190.81,LOT-67282,BATCH-7362,2027-09-12,Monitoring,PO-971669,2022-08-23,Delivered,42,13,ICU Storage,NIM-SCALPEL-SIZE-10,RECALL_STATUS_MONITORING_REQUIRES_GOVERNANCE,True
SBRN4253,Hospital I,KQ3208HR,Scalpel Size 10,Scalpel Size 10 - Imported,BAG,Supply,MedSupply Corp,HealthEquip Direct,226601,VP-7798,CAT-34378,1315.4,LOT-37924,BATCH-8384,2026-03-22,Monitoring,PO-860935,2020-07-14,Delivered,71,3,Surgery Closet,NIM-SCALPEL-SIZE-10,RECALL_STATUS_MONITORING_REQUIRES_GOVERNANCE;EXPIRED_ITEM_FLAG,True
SBRN4254,Hospital I,LY737885,Scalpel Size 10,Wound Dressing Large - Imported,BAG,Implant,MedSupply Corp,Prime Healthcare Vendors,213268,VP-1889,CAT-33007,786.16,LOT-82520,BATCH-3366,2022-11-27,Active,PO-879954,2027-05-14,Delivered,4,3,Surgery Closet,NIM-SCALPEL-SIZE-10,FUTURE_PURCHASE_DATE_REQUIRES_REVIEW;EXPIRATION_BEFORE_PURCHASE_REQUIRES_REVIEW;EXPIRED_ITEM_FLAG,True
SBRN4255,Hospital I,QZ0210S5,Scalpel Size 10,Catheter Foley - Premium,BAG,Pharmaceutical,HealthCorp Intl,HealthEquip Direct,805711,VP-1556,CAT-31217,1324.87,LOT-56712,BATCH-4722,2020-10-03,Active,PO-359088,2027-08-24,Delivered,11,14,ICU Storage,NIM-SCALPEL-SIZE-10,FUTURE_PURCHASE_DATE_REQUIRES_REVIEW;EXPIRATION_BEFORE_PURCHASE_REQUIRES_REVIEW;EXPIRED_ITEM_FLAG,True
SBRN4256,Hospital I,RP5839A5,Scalpel Size 10,Scalpel Size 10 - Generic,BAG,Pharmaceutical,MedSupply Corp,Prime Healthcare Vendors,968683,VP-2218,CAT-87152,1489.66,LOT-76206,BATCH-9723,2024-09-23,Monitoring,PO-491989,2021-02-28,Canceled,8,170,Receiving Dock,NIM-SCALPEL-SIZE-10,RECALL_STATUS_MONITORING_REQUIRES_GOVERNANCE;EXPIRED_ITEM_FLAG,True
SBRN4257,Hospital I,UD7372PH,Scalpel Size 10,Scalpel Size 10 - Premium,BAG,Supply,MedSupply Corp,GlobalMed,216495,VP-1514,CAT-34378,841.09,LOT-20648,BATCH-8422,2027-05-02,Monitoring,PO-916378,2020-11-12,Pending,158,6,Main Warehouse,NIM-SCALPEL-SIZE-10,RECALL_STATUS_MONITORING_REQUIRES_GOVERNANCE,True
SBRN4258,Hospital I,VT0903J0,Scalpel Size 10,Surgical Gloves - Imported,BAG,Implant,HealthCorp Intl,Prime Healthcare Vendors,653354,VP-3350,CAT-83009,1220.39,LOT-55375,BATCH-7771,2022-10-04,None,PO-182196,2025-04-22,Pending,143,743,Main Warehouse,NIM-SCALPEL-SIZE-10,MISSING_RECALL_STATUS_NORMALIZED_TO_NONE;EXPIRATION_BEFORE_PURCHASE_REQUIRES_REVIEW;EXPIRED_ITEM_FLAG,True
SBRN4259,Hospital I,BR6888EV,Scalpel Size 10,Syringe 10ml - Standard,BOX,Implant,MedSupply Corp,MedLogix,813763,VP-8487,CAT-27746,246.69,LOT-17930,BATCH-8348,2023-08-17,Monitoring,PO-437506,2028-04-04,Pending,118,47,Main Warehouse,NIM-SCALPEL-SIZE-10,RECALL_STATUS_MONITORING_REQUIRES_GOVERNANCE;FUTURE_PURCHASE_DATE_REQUIRES_REVIEW;EXPIRATION_BEFORE_PURCHASE_REQUIRES_REVIEW;EXPIRED_ITEM_FLAG,True
SBRN4260,Hospital I,DC8155X0,Scalpel Size 10,Catheter Foley - Premium,BOX,Medical,HealthCorp Intl,GlobalMed,245813,VP-2086,CAT-83907,409.05,LOT-85470,BATCH-2403,2027-09-12,None,PO-204772,2023-11-25,Canceled,170,39,Pharmacy Storage,NIM-SCALPEL-SIZE-10,MISSING_RECALL_STATUS_NORMALIZED_TO_NONE,False
SBRN4261,Hospital I,IE0618UI,Scalpel Size 10,Compression Bandage - Generic,BOX,Implant,MedSupply Corp,GlobalMed,499607,VP-6810,CAT-12419,1215.68,LOT-95694,BATCH-8384,,Monitoring,PO-428320,2020-02-15,Canceled,196,190,Clinic Supply Cabinet,NIM-SCALPEL-SIZE-10,RECALL_STATUS_MONITORING_REQUIRES_GOVERNANCE,True
SBRN4262,Hospital I,OX9440QU,Scalpel Size 10,Syringe 10ml - Standard,BOX,Implant,SurgiTech LLC,GlobalMed,571382,VP-6506,CAT-98539,1178.5,LOT-10730,BATCH-2244,2023-07-09,Monitoring,PO-128219,2026-04-07,Canceled,147,159,Main Warehouse,NIM-SCALPEL-SIZE-10,RECALL_STATUS_MONITORING_REQUIRES_GOVERNANCE;EXPIRATION_BEFORE_PURCHASE_REQUIRES_REVIEW;EXPIRED_ITEM_FLAG,True
SBRN4263,Hospital I,VL25854C,Scalpel Size 10,Thermometer Digital - Premium,BOX,Supply,HealthCorp Intl,GlobalMed,451503,VP-3246,CAT-73307,732.03,LOT-14822,BATCH-9421,2026-06-15,None,PO-711910,2020-07-14,Canceled,47,9,Surgery Closet,NIM-SCALPEL-SIZE-10,MISSING_RECALL_STATUS_NORMALIZED_TO_NONE;EXPIRED_ITEM_FLAG,False
SBRN4264,Hospital I,DC8155X0,Scalpel Size 10,Blood Pressure Cuff - Imported,BOX,Pharmaceutical,SurgiTech LLC,MedLogix,457156,VP-2912,CAT-98217,1374.06,LOT-67830,BATCH-8091,2021-10-20,Active,PO-132184,2020-09-07,Pending,80,50,ER Supply Room,NIM-SCALPEL-SIZE-10,EXPIRED_ITEM_FLAG,False
SBRN4265,Hospital I,OJ83977D,Scalpel Size 10,Catheter Foley - Imported,BOX,Pharmaceutical,HealthCorp Intl,HealthEquip Direct,367243,VP-8412,CAT-41725,971.56,LOT-56087,BATCH-3378,2024-07-09,None,PO-987523,2026-07-29,Pending,195,45,Pharmacy Storage,NIM-SCALPEL-SIZE-10,MISSING_RECALL_STATUS_NORMALIZED_TO_NONE;EXPIRATION_BEFORE_PURCHASE_REQUIRES_REVIEW;EXPIRED_ITEM_FLAG,True
SBRN4266,Hospital I,VN5034QW,Scalpel Size 10,Wound Dressing Large - Premium,BOX,Implant,MedSupply Corp,HealthEquip Direct,651451,VP-2212,CAT-37530,1170.22,LOT-74702,BATCH-7586,2022-09-07,Monitoring,PO-211712,2020-12-10,Canceled,119,115,Surgery Closet,NIM-SCALPEL-SIZE-10,RECALL_STATUS_MONITORING_REQUIRES_GOVERNANCE;EXPIRED_ITEM_FLAG,True
SBRN4267,Hospital I,WB0004MM,Scalpel Size 10,Surgical Gloves - Generic,BOX,Surgical,SurgiTech LLC,MedLogix,933680,VP-1998,CAT-91044,375.49,LOT-38450,BATCH-2150,2024-09-23,Active,PO-983821,2024-06-17,Delivered,18,547,Surgery Closet,NIM-SCALPEL-SIZE-10,EXPIRED_ITEM_FLAG,False
SBRN4268,Hospital I,GN4000ZL,Scalpel Size 10,Wound Dressing Large - Generic,EA,Supply,MedSupply Corp,GlobalMed,798742,VP-9377,CAT-99237,1409.77,LOT-96722,BATCH-9323,2028-09-29,Monitoring,PO-369814,2020-10-07,Delivered,136,50,Pharmacy Storage,NIM-SCALPEL-SIZE-10,RECALL_STATUS_MONITORING_REQUIRES_GOVERNANCE,True
SBRN4269,Hospital I,LJ8490BS,Scalpel Size 10,IV Bag 500ml - Standard,EA,Medical,SurgiTech LLC,United Medical Suppliers,964746,VP-5352,CAT-25650,1366.07,LOT-58890,BATCH-8438,2024-06-07,Active,PO-555470,2028-04-06,Delivered,36,49,Receiving Dock,NIM-SCALPEL-SIZE-10,FUTURE_PURCHASE_DATE_REQUIRES_REVIEW;EXPIRATION_BEFORE_PURCHASE_REQUIRES_REVIEW;EXPIRED_ITEM_FLAG,True
SBRN4270,Hospital I,LJ8490BS,Scalpel Size 10,Scalpel Size 10 - Imported,EA,Implant,MedSupply Corp,Prime Healthcare Vendors,206433,VP-2844,CAT-82411,591.89,LOT-87977,BATCH-5608,2022-11-27,None,PO-743626,2027-02-25,Canceled,172,194,Clinic Supply Cabinet,NIM-SCALPEL-SIZE-10,MISSING_RECALL_STATUS_NORMALIZED_TO_NONE;FUTURE_PURCHASE_DATE_REQUIRES_REVIEW;EXPIRATION_BEFORE_PURCHASE_REQUIRES_REVIEW;EXPIRED_ITEM_FLAG,True
SBRN4271,Hospital I,OA9917NG,Scalpel Size 10,Blood Pressure Cuff - Premium,EA,Surgical,SurgiTech LLC,United Medical Suppliers,379740,VP-4151,CAT-65729,1104.31,LOT-64316,BATCH-3692,2024-02-13,Monitoring,PO-517237,2023-03-19,Pending,161,7,Clinic Supply Cabinet,NIM-SCALPEL-SIZE-10,RECALL_STATUS_MONITORING_REQUIRES_GOVERNANCE;EXPIRED_ITEM_FLAG,True
SBRN4272,Hospital I,QA5527LA,Scalpel Size 10,Thermometer Digital - Generic,EA,Pharmaceutical,SurgiTech LLC,MedLogix,100087,VP-4664,CAT-66101,259.61,LOT-47882,BATCH-3906,2025-07-27,Monitoring,PO-885412,2021-04-26,Canceled,81,177,ICU Storage,NIM-SCALPEL-SIZE-10,RECALL_STATUS_MONITORING_REQUIRES_GOVERNANCE;EXPIRED_ITEM_FLAG,True
SBRN4273,Hospital I,XU5084IK,Scalpel Size 10,Surgical Gloves - Standard,EA,Pharmaceutical,SurgiTech LLC,Prime Healthcare Vendors,811688,VP-9377,CAT-92125,593.07,LOT-87977,BATCH-7311,2026-03-22,Monitoring,PO-725911,,Pending,80,60,ICU Storage,NIM-SCALPEL-SIZE-10,RECALL_STATUS_MONITORING_REQUIRES_GOVERNANCE;EXPIRED_ITEM_FLAG,True
SBRN4274,Hospital I,CB9363EO,Scalpel Size 10,Scalpel Size 10 - Imported,EA,Pharmaceutical,HealthCorp Intl,MedLogix,589730,VP-6593,CAT-56432,1025.8,LOT-24325,BATCH-3665,2028-03-11,None,PO-739088,2021-10-10,Pending,83,4,Surgery Closet,NIM-SCALPEL-SIZE-10,MISSING_RECALL_STATUS_NORMALIZED_TO_NONE,False
SBRN4275,Hospital I,DI28328O,Scalpel Size 10,Wound Dressing Large - Premium,EA,Pharmaceutical,HealthCorp Intl,HealthEquip Direct,268244,VP-9192,CAT-99914,783.58,LOT-96722,BATCH-5640,2027-01-05,Monitoring,PO-383902,2023-08-09,Canceled,59,547,Clinic Supply Cabinet,NIM-SCALPEL-SIZE-10,RECALL_STATUS_MONITORING_REQUIRES_GOVERNANCE,True
SBRN4276,Hospital I,EK2550T2,Scalpel Size 10,Scalpel Size 10 - Premium,EA,Surgical,MedSupply Corp,HealthEquip Direct,823954,VP-7983,CAT-27067,1285.34,LOT-93844,BATCH-4249,2026-02-03,Active,PO-387375,2025-01-10,Canceled,152,4,Pharmacy Storage,NIM-SCALPEL-SIZE-10,EXPIRED_ITEM_FLAG,False
SBRN4277,Hospital I,OF98185V,Scalpel Size 10,IV Bag 500ml - Standard,EA,Surgical,MedSupply Corp,MedLogix,106629,VP-9906,CAT-76017,1198.66,LOT-24160,BATCH-7469,2028-03-11,None,PO-313580,2025-06-05,Delivered,187,20,Clinic Supply Cabinet,NIM-SCALPEL-SIZE-10,MISSING_RECALL_STATUS_NORMALIZED_TO_NONE,False
SBRN4278,Hospital I,SK07447E,Scalpel Size 10,Syringe 10ml - Premium,EA,Medical,HealthCorp Intl,GlobalMed,205341,VP-1237,CAT-56293,1010.96,LOT-62392,BATCH-2129,2025-11-25,Monitoring,PO-808592,2023-12-23,Canceled,16,16,ICU Storage,NIM-SCALPEL-SIZE-10,RECALL_STATUS_MONITORING_REQUIRES_GOVERNANCE;EXPIRED_ITEM_FLAG,True
SBRN4279,Hospital I,TV5792YY,Scalpel Size 10,Thermometer Digital - Generic,EA,Supply,HealthCorp Intl,MedLogix,256605,VP-7417,CAT-53121,1190.81,LOT-65763,BATCH-8536,2025-07-29,None,PO-171733,,Pending,172,102,Surgery Closet,NIM-SCALPEL-SIZE-10,MISSING_RECALL_STATUS_NORMALIZED_TO_NONE;EXPIRED_ITEM_FLAG,False
SBRN4280,Hospital I,VA21882Z,Scalpel Size 10,Antiseptic Wipes - Generic,EA,Supply,SurgiTech LLC,United Medical Suppliers,737971,VP-5386,CAT-20521,414.44,LOT-91751,BATCH-8571,2020-05-02,Monitoring,PO-170122,2028-08-30,Canceled,23,70,Receiving Dock,NIM-SCALPEL-SIZE-10,RECALL_STATUS_MONITORING_REQUIRES_GOVERNANCE;FUTURE_PURCHASE_DATE_REQUIRES_REVIEW;EXPIRATION_BEFORE_PURCHASE_REQUIRES_REVIEW;EXPIRED_ITEM_FLAG,True
SBRN4281,Hospital I,VA21882Z,Scalpel Size 10,Syringe 10ml - Standard,EA,Medical,HealthCorp Intl,United Medical Suppliers,137510,VP-7477,CAT-27509,1276.53,LOT-32038,BATCH-3190,2020-11-23,Active,PO-259325,2021-12-09,Pending,170,15,Pharmacy Storage,NIM-SCALPEL-SIZE-10,EXPIRATION_BEFORE_PURCHASE_REQUIRES_REVIEW;EXPIRED_ITEM_FLAG,True
SBRN4282,Hospital I,WV5304RM,Scalpel Size 10,Thermometer Digital - Premium,EA,Pharmaceutical,SurgiTech LLC,GlobalMed,181748,VP-4469,CAT-81733,606.0,LOT-63656,BATCH-7316,2021-07-12,Active,PO-639464,2025-11-28,Canceled,104,101,Main Warehouse,NIM-SCALPEL-SIZE-10,EXPIRATION_BEFORE_PURCHASE_REQUIRES_REVIEW;EXPIRED_ITEM_FLAG,True
SBRN4283,Hospital I,TI95782C,Scalpel Size 10,Syringe 10ml - Standard,PACK,Pharmaceutical,SurgiTech LLC,United Medical Suppliers,881799,VP-2218,CAT-92284,414.44,LOT-47776,BATCH-5518,2023-08-17,Monitoring,PO-521417,2027-08-13,Pending,120,1,Clinic Supply Cabinet,NIM-SCALPEL-SIZE-10,RECALL_STATUS_MONITORING_REQUIRES_GOVERNANCE;FUTURE_PURCHASE_DATE_REQUIRES_REVIEW;EXPIRATION_BEFORE_PURCHASE_REQUIRES_REVIEW;EXPIRED_ITEM_FLAG,True
SBRN4284,Hospital I,FK2380US,Scalpel Size 10,Compression Bandage - Imported,PACK,Implant,SurgiTech LLC,HealthEquip Direct,981825,VP-6362,CAT-68307,536.44,LOT-58724,BATCH-4131,2025-07-29,Monitoring,PO-617973,2020-01-19,Pending,189,109,Clinic Supply Cabinet,NIM-SCALPEL-SIZE-10,RECALL_STATUS_MONITORING_REQUIRES_GOVERNANCE;EXPIRED_ITEM_FLAG,True
SBRN4285,Hospital I,FR2962MK,Scalpel Size 10,IV Bag 500ml - Standard,PACK,Implant,MedSupply Corp,Prime Healthcare Vendors,722748,VP-3057,CAT-22641,1452.27,LOT-28279,BATCH-2061,2020-06-18,None,PO-425681,2025-07-20,Delivered,10,96,Clinic Supply Cabinet,NIM-SCALPEL-SIZE-10,MISSING_RECALL_STATUS_NORMALIZED_TO_NONE;EXPIRATION_BEFORE_PURCHASE_REQUIRES_REVIEW;EXPIRED_ITEM_FLAG,True
SBRN4286,Hospital I,GK7546UA,Scalpel Size 10,IV Bag 500ml - Generic,PACK,Pharmaceutical,MedSupply Corp,GlobalMed,691201,VP-4674,CAT-36766,192.37,LOT-24160,BATCH-9643,2027-03-02,Monitoring,PO-992199,2021-07-30,Canceled,111,12,Receiving Dock,NIM-SCALPEL-SIZE-10,RECALL_STATUS_MONITORING_REQUIRES_GOVERNANCE,True
SBRN4287,Hospital I,SU987315,Scalpel Size 10,Wound Dressing Large - Imported,PACK,Medical,HealthCorp Intl,MedLogix,991870,VP-1237,CAT-30271,606.0,LOT-28680,BATCH-4081,2026-01-25,None,PO-403659,2023-12-30,Pending,92,7,ICU Storage,NIM-SCALPEL-SIZE-10,MISSING_RECALL_STATUS_NORMALIZED_TO_NONE;EXPIRED_ITEM_FLAG,False
SBRN4288,Hospital I,UW1644DT,Scalpel Size 10,Scalpel Size 10 - Imported,PACK,Implant,HealthCorp Intl,GlobalMed,363182,VP-6824,CAT-73269,1390.61,LOT-55394,BATCH-8918,2027-06-24,Monitoring,PO-545273,2023-04-09,Pending,34,2,Main Warehouse,NIM-SCALPEL-SIZE-10,RECALL_STATUS_MONITORING_REQUIRES_GOVERNANCE,True
SBRN4289,Hospital I,VN5034QW,Scalpel Size 10,Antiseptic Wipes - Imported,PACK,Supply,MedSupply Corp,United Medical Suppliers,875575,VP-3798,CAT-29754,8.01,LOT-34665,BATCH-9418,2022-10-26,Active,PO-560905,2024-03-10,Canceled,175,5,Clinic Supply Cabinet,NIM-SCALPEL-SIZE-10,EXPIRATION_BEFORE_PURCHASE_REQUIRES_REVIEW;EXPIRED_ITEM_FLAG,True
SBRN4290,Hospital I,VT0903J0,Scalpel Size 10,Compression Bandage - Standard,PACK,Medical,SurgiTech LLC,United Medical Suppliers,742902,VP-5719,CAT-90729,992.46,LOT-75004,BATCH-5339,2020-07-09,Monitoring,PO-782874,2024-08-12,Pending,188,50,Clinic Supply Cabinet,NIM-SCALPEL-SIZE-10,RECALL_STATUS_MONITORING_REQUIRES_GOVERNANCE;EXPIRATION_BEFORE_PURCHASE_REQUIRES_REVIEW;EXPIRED_ITEM_FLAG,True
SBRN4291,Hospital I,ZR25178Y,Scalpel Size 10,Compression Bandage - Imported,PACK,Medical,HealthCorp Intl,United Medical Suppliers,683591,VP-5958,CAT-29754,471.06,LOT-38587,BATCH-2403,2023-08-02,Monitoring,PO-445986,2022-12-09,Canceled,83,503,Surgery Closet,NIM-SCALPEL-SIZE-10,RECALL_STATUS_MONITORING_REQUIRES_GOVERNANCE;EXPIRED_ITEM_FLAG,True
SBRN4292,Hospital I,DC8155X0,Scalpel Size 10,Thermometer Digital - Imported,UNIT,Implant,MedSupply Corp,MedLogix,100709,VP-6700,CAT-22641,246.69,LOT-40871,BATCH-6783,2020-04-21,Active,PO-418213,2026-08-05,Pending,86,41,Clinic Supply Cabinet,NIM-SCALPEL-SIZE-10,EXPIRATION_BEFORE_PURCHASE_REQUIRES_REVIEW;EXPIRED_ITEM_FLAG,True
