issue_id,category,source_artifact,field_or_entity,decision_needed,owner,status,notes
HRQ-02463,record_level_data_quality,dataset-raw-excel-data,record,MISSING_RECALL_STATUS_NORMALIZED_TO_NONE;FUTURE_PURCHASE_DATE_REQUIRES_REVIEW;EXPIRATION_BEFORE_PURCHASE_REQUIRES_REVIEW;EXPIRED_ITEM_FLAG,SME/Data Governance,open,SBRN=SBRN3423
HRQ-02464,record_level_data_quality,dataset-raw-excel-data,record,MISSING_RECALL_STATUS_NORMALIZED_TO_NONE;EXPIRATION_BEFORE_PURCHASE_REQUIRES_REVIEW;EXPIRED_ITEM_FLAG,SME/Data Governance,open,SBRN=SBRN3424
HRQ-02465,record_level_data_quality,dataset-raw-excel-data,record,MISSING_RECALL_STATUS_NORMALIZED_TO_NONE;FUTURE_PURCHASE_DATE_REQUIRES_REVIEW;EXPIRATION_BEFORE_PURCHASE_REQUIRES_REVIEW,SME/Data Governance,open,SBRN=SBRN3425
HRQ-02466,record_level_data_quality,dataset-raw-excel-data,record,RECALL_STATUS_MONITORING_REQUIRES_GOVERNANCE;EXPIRATION_BEFORE_PURCHASE_REQUIRES_REVIEW;EXPIRED_ITEM_FLAG,SME/Data Governance,open,SBRN=SBRN3426
HRQ-02467,record_level_data_quality,dataset-raw-excel-data,record,RECALL_STATUS_MONITORING_REQUIRES_GOVERNANCE;EXPIRED_ITEM_FLAG,SME/Data Governance,open,SBRN=SBRN3428
HRQ-02468,record_level_data_quality,dataset-raw-excel-data,record,RECALL_STATUS_MONITORING_REQUIRES_GOVERNANCE;EXPIRATION_BEFORE_PURCHASE_REQUIRES_REVIEW;EXPIRED_ITEM_FLAG,SME/Data Governance,open,SBRN=SBRN3429
HRQ-02469,record_level_data_quality,dataset-raw-excel-data,record,MISSING_RECALL_STATUS_NORMALIZED_TO_NONE;EXPIRATION_BEFORE_PURCHASE_REQUIRES_REVIEW;EXPIRED_ITEM_FLAG,SME/Data Governance,open,SBRN=SBRN3430
HRQ-02470,record_level_data_quality,dataset-raw-excel-data,record,EXPIRATION_BEFORE_PURCHASE_REQUIRES_REVIEW;EXPIRED_ITEM_FLAG,SME/Data Governance,open,SBRN=SBRN3431
HRQ-02471,record_level_data_quality,dataset-raw-excel-data,record,RECALL_STATUS_MONITORING_REQUIRES_GOVERNANCE;FUTURE_PURCHASE_DATE_REQUIRES_REVIEW;EXPIRATION_BEFORE_PURCHASE_REQUIRES_REVIEW;EXPIRED_ITEM_FLAG,SME/Data Governance,open,SBRN=SBRN3432
HRQ-02472,record_level_data_quality,dataset-raw-excel-data,record,MISSING_RECALL_STATUS_NORMALIZED_TO_NONE;FUTURE_PURCHASE_DATE_REQUIRES_REVIEW;EXPIRATION_BEFORE_PURCHASE_REQUIRES_REVIEW;EXPIRED_ITEM_FLAG,SME/Data Governance,open,SBRN=SBRN3433
HRQ-02473,record_level_data_quality,dataset-raw-excel-data,record,MISSING_RECALL_STATUS_NORMALIZED_TO_NONE;EXPIRATION_BEFORE_PURCHASE_REQUIRES_REVIEW;EXPIRED_ITEM_FLAG,SME/Data Governance,open,SBRN=SBRN3434
HRQ-02474,record_level_data_quality,dataset-raw-excel-data,record,FUTURE_PURCHASE_DATE_REQUIRES_REVIEW,SME/Data Governance,open,SBRN=SBRN3435
HRQ-02475,record_level_data_quality,dataset-raw-excel-data,record,RECALL_STATUS_MONITORING_REQUIRES_GOVERNANCE;EXPIRED_ITEM_FLAG,SME/Data Governance,open,SBRN=SBRN3436
HRQ-02476,record_level_data_quality,dataset-raw-excel-data,record,EXPIRATION_BEFORE_PURCHASE_REQUIRES_REVIEW;EXPIRED_ITEM_FLAG,SME/Data Governance,open,SBRN=SBRN3437
HRQ-02477,record_level_data_quality,dataset-raw-excel-data,record,MISSING_RECALL_STATUS_NORMALIZED_TO_NONE;FUTURE_PURCHASE_DATE_REQUIRES_REVIEW;EXPIRATION_BEFORE_PURCHASE_REQUIRES_REVIEW;EXPIRED_ITEM_FLAG,SME/Data Governance,open,SBRN=SBRN3438
HRQ-02478,record_level_data_quality,dataset-raw-excel-data,record,RECALL_STATUS_MONITORING_REQUIRES_GOVERNANCE,SME/Data Governance,open,SBRN=SBRN3439
HRQ-02479,record_level_data_quality,dataset-raw-excel-data,record,RECALL_STATUS_MONITORING_REQUIRES_GOVERNANCE,SME/Data Governance,open,SBRN=SBRN3443
HRQ-02480,record_level_data_quality,dataset-raw-excel-data,record,RECALL_STATUS_MONITORING_REQUIRES_GOVERNANCE,SME/Data Governance,open,SBRN=SBRN3444
HRQ-02481,record_level_data_quality,dataset-raw-excel-data,record,RECALL_STATUS_MONITORING_REQUIRES_GOVERNANCE;EXPIRATION_BEFORE_PURCHASE_REQUIRES_REVIEW;EXPIRED_ITEM_FLAG,SME/Data Governance,open,SBRN=SBRN3445
HRQ-02482,record_level_data_quality,dataset-raw-excel-data,record,RECALL_STATUS_MONITORING_REQUIRES_GOVERNANCE,SME/Data Governance,open,SBRN=SBRN3446
HRQ-02483,record_level_data_quality,dataset-raw-excel-data,record,FUTURE_PURCHASE_DATE_REQUIRES_REVIEW;EXPIRATION_BEFORE_PURCHASE_REQUIRES_REVIEW;EXPIRED_ITEM_FLAG,SME/Data Governance,open,SBRN=SBRN3447
HRQ-02484,record_level_data_quality,dataset-raw-excel-data,record,FUTURE_PURCHASE_DATE_REQUIRES_REVIEW,SME/Data Governance,open,SBRN=SBRN3450
HRQ-02485,record_level_data_quality,dataset-raw-excel-data,record,EXPIRATION_BEFORE_PURCHASE_REQUIRES_REVIEW;EXPIRED_ITEM_FLAG,SME/Data Governance,open,SBRN=SBRN3452
HRQ-02486,record_level_data_quality,dataset-raw-excel-data,record,RECALL_STATUS_MONITORING_REQUIRES_GOVERNANCE;EXPIRATION_BEFORE_PURCHASE_REQUIRES_REVIEW;EXPIRED_ITEM_FLAG,SME/Data Governance,open,SBRN=SBRN3453
HRQ-02487,record_level_data_quality,dataset-raw-excel-data,record,EXPIRATION_BEFORE_PURCHASE_REQUIRES_REVIEW;EXPIRED_ITEM_FLAG,SME/Data Governance,open,SBRN=SBRN3454
HRQ-02488,record_level_data_quality,dataset-raw-excel-data,record,RECALL_STATUS_MONITORING_REQUIRES_GOVERNANCE;EXPIRATION_BEFORE_PURCHASE_REQUIRES_REVIEW;EXPIRED_ITEM_FLAG,SME/Data Governance,open,SBRN=SBRN3455
HRQ-02489,record_level_data_quality,dataset-raw-excel-data,record,RECALL_STATUS_MONITORING_REQUIRES_GOVERNANCE;EXPIRATION_BEFORE_PURCHASE_REQUIRES_REVIEW;EXPIRED_ITEM_FLAG,SME/Data Governance,open,SBRN=SBRN3456
HRQ-02490,record_level_data_quality,dataset-raw-excel-data,record,MISSING_RECALL_STATUS_NORMALIZED_TO_NONE;EXPIRATION_BEFORE_PURCHASE_REQUIRES_REVIEW;EXPIRED_ITEM_FLAG,SME/Data Governance,open,SBRN=SBRN3457
HRQ-02491,record_level_data_quality,dataset-raw-excel-data,record,RECALL_STATUS_MONITORING_REQUIRES_GOVERNANCE;EXPIRATION_BEFORE_PURCHASE_REQUIRES_REVIEW;EXPIRED_ITEM_FLAG,SME/Data Governance,open,SBRN=SBRN3460
HRQ-02492,record_level_data_quality,dataset-raw-excel-data,record,MISSING_RECALL_STATUS_NORMALIZED_TO_NONE;FUTURE_PURCHASE_DATE_REQUIRES_REVIEW;EXPIRATION_BEFORE_PURCHASE_REQUIRES_REVIEW;EXPIRED_ITEM_FLAG,SME/Data Governance,open,SBRN=SBRN3461
HRQ-02493,record_level_data_quality,dataset-raw-excel-data,record,MISSING_RECALL_STATUS_NORMALIZED_TO_NONE;FUTURE_PURCHASE_DATE_REQUIRES_REVIEW;EXPIRATION_BEFORE_PURCHASE_REQUIRES_REVIEW,SME/Data Governance,open,SBRN=SBRN3462
HRQ-02494,record_level_data_quality,dataset-raw-excel-data,record,RECALL_STATUS_MONITORING_REQUIRES_GOVERNANCE;EXPIRATION_BEFORE_PURCHASE_REQUIRES_REVIEW;EXPIRED_ITEM_FLAG,SME/Data Governance,open,SBRN=SBRN3465
HRQ-02495,record_level_data_quality,dataset-raw-excel-data,record,RECALL_STATUS_MONITORING_REQUIRES_GOVERNANCE;EXPIRED_ITEM_FLAG,SME/Data Governance,open,SBRN=SBRN3468
HRQ-02496,record_level_data_quality,dataset-raw-excel-data,record,RECALL_STATUS_MONITORING_REQUIRES_GOVERNANCE;EXPIRED_ITEM_FLAG,SME/Data Governance,open,SBRN=SBRN3469
HRQ-02497,record_level_data_quality,dataset-raw-excel-data,record,RECALL_STATUS_MONITORING_REQUIRES_GOVERNANCE;EXPIRED_ITEM_FLAG,SME/Data Governance,open,SBRN=SBRN3470
HRQ-02498,record_level_data_quality,dataset-raw-excel-data,record,RECALL_STATUS_MONITORING_REQUIRES_GOVERNANCE;EXPIRED_ITEM_FLAG,SME/Data Governance,open,SBRN=SBRN3471
HRQ-02499,record_level_data_quality,dataset-raw-excel-data,record,FUTURE_PURCHASE_DATE_REQUIRES_REVIEW,SME/Data Governance,open,SBRN=SBRN3472
HRQ-02500,record_level_data_quality,dataset-raw-excel-data,record,FUTURE_PURCHASE_DATE_REQUIRES_REVIEW;EXPIRATION_BEFORE_PURCHASE_REQUIRES_REVIEW;EXPIRED_ITEM_FLAG,SME/Data Governance,open,SBRN=SBRN3473
HRQ-02501,record_level_data_quality,dataset-raw-excel-data,record,MISSING_RECALL_STATUS_NORMALIZED_TO_NONE;FUTURE_PURCHASE_DATE_REQUIRES_REVIEW;EXPIRATION_BEFORE_PURCHASE_REQUIRES_REVIEW,SME/Data Governance,open,SBRN=SBRN3474
HRQ-02502,record_level_data_quality,dataset-raw-excel-data,record,MISSING_RECALL_STATUS_NORMALIZED_TO_NONE;EXPIRATION_BEFORE_PURCHASE_REQUIRES_REVIEW;EXPIRED_ITEM_FLAG,SME/Data Governance,open,SBRN=SBRN3475
HRQ-02503,record_level_data_quality,dataset-raw-excel-data,record,MISSING_RECALL_STATUS_NORMALIZED_TO_NONE;EXPIRATION_BEFORE_PURCHASE_REQUIRES_REVIEW;EXPIRED_ITEM_FLAG,SME/Data Governance,open,SBRN=SBRN3477
HRQ-02504,record_level_data_quality,dataset-raw-excel-data,record,MISSING_RECALL_STATUS_NORMALIZED_TO_NONE;FUTURE_PURCHASE_DATE_REQUIRES_REVIEW;EXPIRATION_BEFORE_PURCHASE_REQUIRES_REVIEW,SME/Data Governance,open,SBRN=SBRN3478
HRQ-02505,record_level_data_quality,dataset-raw-excel-data,record,RECALL_STATUS_MONITORING_REQUIRES_GOVERNANCE;FUTURE_PURCHASE_DATE_REQUIRES_REVIEW;EXPIRATION_BEFORE_PURCHASE_REQUIRES_REVIEW;EXPIRED_ITEM_FLAG,SME/Data Governance,open,SBRN=SBRN3480
HRQ-02506,record_level_data_quality,dataset-raw-excel-data,record,RECALL_STATUS_MONITORING_REQUIRES_GOVERNANCE;FUTURE_PURCHASE_DATE_REQUIRES_REVIEW;EXPIRATION_BEFORE_PURCHASE_REQUIRES_REVIEW;EXPIRED_ITEM_FLAG,SME/Data Governance,open,SBRN=SBRN3481
HRQ-02507,record_level_data_quality,dataset-raw-excel-data,record,FUTURE_PURCHASE_DATE_REQUIRES_REVIEW;EXPIRATION_BEFORE_PURCHASE_REQUIRES_REVIEW;EXPIRED_ITEM_FLAG,SME/Data Governance,open,SBRN=SBRN3482
HRQ-02508,record_level_data_quality,dataset-raw-excel-data,record,RECALL_STATUS_MONITORING_REQUIRES_GOVERNANCE;EXPIRATION_BEFORE_PURCHASE_REQUIRES_REVIEW;EXPIRED_ITEM_FLAG,SME/Data Governance,open,SBRN=SBRN3483
HRQ-02509,record_level_data_quality,dataset-raw-excel-data,record,RECALL_STATUS_MONITORING_REQUIRES_GOVERNANCE;EXPIRED_ITEM_FLAG,SME/Data Governance,open,SBRN=SBRN3484
HRQ-02510,record_level_data_quality,dataset-raw-excel-data,record,RECALL_STATUS_MONITORING_REQUIRES_GOVERNANCE,SME/Data Governance,open,SBRN=SBRN3485
HRQ-02511,record_level_data_quality,dataset-raw-excel-data,record,RECALL_STATUS_MONITORING_REQUIRES_GOVERNANCE;EXPIRED_ITEM_FLAG,SME/Data Governance,open,SBRN=SBRN3486
HRQ-02512,record_level_data_quality,dataset-raw-excel-data,record,RECALL_STATUS_MONITORING_REQUIRES_GOVERNANCE;EXPIRATION_BEFORE_PURCHASE_REQUIRES_REVIEW;EXPIRED_ITEM_FLAG,SME/Data Governance,open,SBRN=SBRN3487
HRQ-02513,record_level_data_quality,dataset-raw-excel-data,record,RECALL_STATUS_MONITORING_REQUIRES_GOVERNANCE;FUTURE_PURCHASE_DATE_REQUIRES_REVIEW;EXPIRATION_BEFORE_PURCHASE_REQUIRES_REVIEW;EXPIRED_ITEM_FLAG,SME/Data Governance,open,SBRN=SBRN3488
HRQ-02514,record_level_data_quality,dataset-raw-excel-data,record,RECALL_STATUS_MONITORING_REQUIRES_GOVERNANCE;EXPIRED_ITEM_FLAG,SME/Data Governance,open,SBRN=SBRN3490
HRQ-02515,record_level_data_quality,dataset-raw-excel-data,record,RECALL_STATUS_MONITORING_REQUIRES_GOVERNANCE,SME/Data Governance,open,SBRN=SBRN3491
HRQ-02516,record_level_data_quality,dataset-raw-excel-data,record,MISSING_RECALL_STATUS_NORMALIZED_TO_NONE;EXPIRATION_BEFORE_PURCHASE_REQUIRES_REVIEW;EXPIRED_ITEM_FLAG,SME/Data Governance,open,SBRN=SBRN3492
HRQ-02517,record_level_data_quality,dataset-raw-excel-data,record,RECALL_STATUS_MONITORING_REQUIRES_GOVERNANCE;FUTURE_PURCHASE_DATE_REQUIRES_REVIEW;EXPIRATION_BEFORE_PURCHASE_REQUIRES_REVIEW;EXPIRED_ITEM_FLAG,SME/Data Governance,open,SBRN=SBRN3494
HRQ-02518,record_level_data_quality,dataset-raw-excel-data,record,RECALL_STATUS_MONITORING_REQUIRES_GOVERNANCE;EXPIRED_ITEM_FLAG,SME/Data Governance,open,SBRN=SBRN3495
HRQ-02519,record_level_data_quality,dataset-raw-excel-data,record,RECALL_STATUS_MONITORING_REQUIRES_GOVERNANCE,SME/Data Governance,open,SBRN=SBRN3496
HRQ-02520,record_level_data_quality,dataset-raw-excel-data,record,MISSING_RECALL_STATUS_NORMALIZED_TO_NONE;EXPIRATION_BEFORE_PURCHASE_REQUIRES_REVIEW;EXPIRED_ITEM_FLAG,SME/Data Governance,open,SBRN=SBRN3497
HRQ-02521,record_level_data_quality,dataset-raw-excel-data,record,MISSING_RECALL_STATUS_NORMALIZED_TO_NONE;FUTURE_PURCHASE_DATE_REQUIRES_REVIEW;EXPIRATION_BEFORE_PURCHASE_REQUIRES_REVIEW;EXPIRED_ITEM_FLAG,SME/Data Governance,open,SBRN=SBRN3498
HRQ-02522,record_level_data_quality,dataset-raw-excel-data,record,RECALL_STATUS_MONITORING_REQUIRES_GOVERNANCE;EXPIRED_ITEM_FLAG,SME/Data Governance,open,SBRN=SBRN3501
HRQ-02523,record_level_data_quality,dataset-raw-excel-data,record,MISSING_RECALL_STATUS_NORMALIZED_TO_NONE;FUTURE_PURCHASE_DATE_REQUIRES_REVIEW;EXPIRATION_BEFORE_PURCHASE_REQUIRES_REVIEW;EXPIRED_ITEM_FLAG,SME/Data Governance,open,SBRN=SBRN3504
HRQ-02524,record_level_data_quality,dataset-raw-excel-data,record,RECALL_STATUS_MONITORING_REQUIRES_GOVERNANCE;EXPIRATION_BEFORE_PURCHASE_REQUIRES_REVIEW;EXPIRED_ITEM_FLAG,SME/Data Governance,open,SBRN=SBRN3505
HRQ-02525,record_level_data_quality,dataset-raw-excel-data,record,RECALL_STATUS_MONITORING_REQUIRES_GOVERNANCE;FUTURE_PURCHASE_DATE_REQUIRES_REVIEW;EXPIRATION_BEFORE_PURCHASE_REQUIRES_REVIEW,SME/Data Governance,open,SBRN=SBRN3506
HRQ-02526,record_level_data_quality,dataset-raw-excel-data,record,RECALL_STATUS_MONITORING_REQUIRES_GOVERNANCE;EXPIRATION_BEFORE_PURCHASE_REQUIRES_REVIEW;EXPIRED_ITEM_FLAG,SME/Data Governance,open,SBRN=SBRN3508
HRQ-02527,record_level_data_quality,dataset-raw-excel-data,record,FUTURE_PURCHASE_DATE_REQUIRES_REVIEW;EXPIRATION_BEFORE_PURCHASE_REQUIRES_REVIEW;EXPIRED_ITEM_FLAG,SME/Data Governance,open,SBRN=SBRN3509
HRQ-02528,record_level_data_quality,dataset-raw-excel-data,record,RECALL_STATUS_MONITORING_REQUIRES_GOVERNANCE;EXPIRED_ITEM_FLAG,SME/Data Governance,open,SBRN=SBRN3510
HRQ-02529,record_level_data_quality,dataset-raw-excel-data,record,RECALL_STATUS_MONITORING_REQUIRES_GOVERNANCE;FUTURE_PURCHASE_DATE_REQUIRES_REVIEW;EXPIRATION_BEFORE_PURCHASE_REQUIRES_REVIEW;EXPIRED_ITEM_FLAG,SME/Data Governance,open,SBRN=SBRN3511
HRQ-02530,record_level_data_quality,dataset-raw-excel-data,record,FUTURE_PURCHASE_DATE_REQUIRES_REVIEW;EXPIRATION_BEFORE_PURCHASE_REQUIRES_REVIEW;EXPIRED_ITEM_FLAG,SME/Data Governance,open,SBRN=SBRN3512
HRQ-02531,record_level_data_quality,dataset-raw-excel-data,record,RECALL_STATUS_MONITORING_REQUIRES_GOVERNANCE;FUTURE_PURCHASE_DATE_REQUIRES_REVIEW;EXPIRATION_BEFORE_PURCHASE_REQUIRES_REVIEW;EXPIRED_ITEM_FLAG,SME/Data Governance,open,SBRN=SBRN3514
HRQ-02532,record_level_data_quality,dataset-raw-excel-data,record,MISSING_RECALL_STATUS_NORMALIZED_TO_NONE;EXPIRATION_BEFORE_PURCHASE_REQUIRES_REVIEW;EXPIRED_ITEM_FLAG,SME/Data Governance,open,SBRN=SBRN3516
HRQ-02533,record_level_data_quality,dataset-raw-excel-data,record,EXPIRATION_BEFORE_PURCHASE_REQUIRES_REVIEW;EXPIRED_ITEM_FLAG,SME/Data Governance,open,SBRN=SBRN3517
HRQ-02534,record_level_data_quality,dataset-raw-excel-data,record,RECALL_STATUS_MONITORING_REQUIRES_GOVERNANCE;EXPIRED_ITEM_FLAG,SME/Data Governance,open,SBRN=SBRN3518
HRQ-02535,record_level_data_quality,dataset-raw-excel-data,record,RECALL_STATUS_MONITORING_REQUIRES_GOVERNANCE;EXPIRED_ITEM_FLAG,SME/Data Governance,open,SBRN=SBRN3519
HRQ-02536,record_level_data_quality,dataset-raw-excel-data,record,RECALL_STATUS_MONITORING_REQUIRES_GOVERNANCE;EXPIRED_ITEM_FLAG,SME/Data Governance,open,SBRN=SBRN3522
HRQ-02537,record_level_data_quality,dataset-raw-excel-data,record,RECALL_STATUS_MONITORING_REQUIRES_GOVERNANCE;EXPIRED_ITEM_FLAG,SME/Data Governance,open,SBRN=SBRN3525
HRQ-02538,record_level_data_quality,dataset-raw-excel-data,record,RECALL_STATUS_MONITORING_REQUIRES_GOVERNANCE,SME/Data Governance,open,SBRN=SBRN3526
HRQ-02539,record_level_data_quality,dataset-raw-excel-data,record,RECALL_STATUS_MONITORING_REQUIRES_GOVERNANCE;EXPIRATION_BEFORE_PURCHASE_REQUIRES_REVIEW;EXPIRED_ITEM_FLAG,SME/Data Governance,open,SBRN=SBRN3527
HRQ-02540,record_level_data_quality,dataset-raw-excel-data,record,RECALL_STATUS_MONITORING_REQUIRES_GOVERNANCE,SME/Data Governance,open,SBRN=SBRN3528
HRQ-02541,record_level_data_quality,dataset-raw-excel-data,record,RECALL_STATUS_MONITORING_REQUIRES_GOVERNANCE;EXPIRED_ITEM_FLAG,SME/Data Governance,open,SBRN=SBRN3529
HRQ-02542,record_level_data_quality,dataset-raw-excel-data,record,RECALL_STATUS_MONITORING_REQUIRES_GOVERNANCE;EXPIRED_ITEM_FLAG,SME/Data Governance,open,SBRN=SBRN3530
HRQ-02543,record_level_data_quality,dataset-raw-excel-data,record,FUTURE_PURCHASE_DATE_REQUIRES_REVIEW;EXPIRATION_BEFORE_PURCHASE_REQUIRES_REVIEW,SME/Data Governance,open,SBRN=SBRN3531
HRQ-02544,record_level_data_quality,dataset-raw-excel-data,record,MISSING_RECALL_STATUS_NORMALIZED_TO_NONE;EXPIRATION_BEFORE_PURCHASE_REQUIRES_REVIEW;EXPIRED_ITEM_FLAG,SME/Data Governance,open,SBRN=SBRN3532
HRQ-02545,record_level_data_quality,dataset-raw-excel-data,record,EXPIRATION_BEFORE_PURCHASE_REQUIRES_REVIEW;EXPIRED_ITEM_FLAG,SME/Data Governance,open,SBRN=SBRN3533
HRQ-02546,record_level_data_quality,dataset-raw-excel-data,record,RECALL_STATUS_MONITORING_REQUIRES_GOVERNANCE,SME/Data Governance,open,SBRN=SBRN3535
HRQ-02547,record_level_data_quality,dataset-raw-excel-data,record,RECALL_STATUS_MONITORING_REQUIRES_GOVERNANCE;EXPIRATION_BEFORE_PURCHASE_REQUIRES_REVIEW;EXPIRED_ITEM_FLAG,SME/Data Governance,open,SBRN=SBRN3536
HRQ-02548,record_level_data_quality,dataset-raw-excel-data,record,MISSING_RECALL_STATUS_NORMALIZED_TO_NONE;EXPIRATION_BEFORE_PURCHASE_REQUIRES_REVIEW;EXPIRED_ITEM_FLAG,SME/Data Governance,open,SBRN=SBRN3537
HRQ-02549,record_level_data_quality,dataset-raw-excel-data,record,MISSING_RECALL_STATUS_NORMALIZED_TO_NONE;EXPIRATION_BEFORE_PURCHASE_REQUIRES_REVIEW;EXPIRED_ITEM_FLAG,SME/Data Governance,open,SBRN=SBRN3538
HRQ-02550,record_level_data_quality,dataset-raw-excel-data,record,RECALL_STATUS_MONITORING_REQUIRES_GOVERNANCE,SME/Data Governance,open,SBRN=SBRN3539
HRQ-02551,record_level_data_quality,dataset-raw-excel-data,record,EXPIRATION_BEFORE_PURCHASE_REQUIRES_REVIEW;EXPIRED_ITEM_FLAG,SME/Data Governance,open,SBRN=SBRN3541
HRQ-02552,record_level_data_quality,dataset-raw-excel-data,record,RECALL_STATUS_MONITORING_REQUIRES_GOVERNANCE;FUTURE_PURCHASE_DATE_REQUIRES_REVIEW;EXPIRATION_BEFORE_PURCHASE_REQUIRES_REVIEW;EXPIRED_ITEM_FLAG,SME/Data Governance,open,SBRN=SBRN3543
HRQ-02553,record_level_data_quality,dataset-raw-excel-data,record,RECALL_STATUS_MONITORING_REQUIRES_GOVERNANCE;FUTURE_PURCHASE_DATE_REQUIRES_REVIEW,SME/Data Governance,open,SBRN=SBRN3546
HRQ-02554,record_level_data_quality,dataset-raw-excel-data,record,EXPIRATION_BEFORE_PURCHASE_REQUIRES_REVIEW;EXPIRED_ITEM_FLAG,SME/Data Governance,open,SBRN=SBRN3547
HRQ-02555,record_level_data_quality,dataset-raw-excel-data,record,RECALL_STATUS_MONITORING_REQUIRES_GOVERNANCE,SME/Data Governance,open,SBRN=SBRN3549
HRQ-02556,record_level_data_quality,dataset-raw-excel-data,record,EXPIRATION_BEFORE_PURCHASE_REQUIRES_REVIEW;EXPIRED_ITEM_FLAG,SME/Data Governance,open,SBRN=SBRN3552
HRQ-02557,record_level_data_quality,dataset-raw-excel-data,record,FUTURE_PURCHASE_DATE_REQUIRES_REVIEW;EXPIRATION_BEFORE_PURCHASE_REQUIRES_REVIEW;EXPIRED_ITEM_FLAG,SME/Data Governance,open,SBRN=SBRN3553
HRQ-02558,record_level_data_quality,dataset-raw-excel-data,record,RECALL_STATUS_MONITORING_REQUIRES_GOVERNANCE;FUTURE_PURCHASE_DATE_REQUIRES_REVIEW;EXPIRATION_BEFORE_PURCHASE_REQUIRES_REVIEW;EXPIRED_ITEM_FLAG,SME/Data Governance,open,SBRN=SBRN3554
HRQ-02559,record_level_data_quality,dataset-raw-excel-data,record,RECALL_STATUS_MONITORING_REQUIRES_GOVERNANCE;EXPIRATION_BEFORE_PURCHASE_REQUIRES_REVIEW;EXPIRED_ITEM_FLAG,SME/Data Governance,open,SBRN=SBRN3557
HRQ-02560,record_level_data_quality,dataset-raw-excel-data,record,RECALL_STATUS_MONITORING_REQUIRES_GOVERNANCE;EXPIRED_ITEM_FLAG,SME/Data Governance,open,SBRN=SBRN3559
HRQ-02561,record_level_data_quality,dataset-raw-excel-data,record,RECALL_STATUS_MONITORING_REQUIRES_GOVERNANCE,SME/Data Governance,open,SBRN=SBRN3560
HRQ-02562,record_level_data_quality,dataset-raw-excel-data,record,FUTURE_PURCHASE_DATE_REQUIRES_REVIEW;EXPIRATION_BEFORE_PURCHASE_REQUIRES_REVIEW;EXPIRED_ITEM_FLAG,SME/Data Governance,open,SBRN=SBRN3562
HRQ-02563,record_level_data_quality,dataset-raw-excel-data,record,MISSING_RECALL_STATUS_NORMALIZED_TO_NONE;EXPIRATION_BEFORE_PURCHASE_REQUIRES_REVIEW;EXPIRED_ITEM_FLAG,SME/Data Governance,open,SBRN=SBRN3566
HRQ-02564,record_level_data_quality,dataset-raw-excel-data,record,RECALL_STATUS_MONITORING_REQUIRES_GOVERNANCE,SME/Data Governance,open,SBRN=SBRN3567
HRQ-02565,record_level_data_quality,dataset-raw-excel-data,record,EXPIRATION_BEFORE_PURCHASE_REQUIRES_REVIEW;EXPIRED_ITEM_FLAG,SME/Data Governance,open,SBRN=SBRN3568
HRQ-02566,record_level_data_quality,dataset-raw-excel-data,record,RECALL_STATUS_MONITORING_REQUIRES_GOVERNANCE;EXPIRED_ITEM_FLAG,SME/Data Governance,open,SBRN=SBRN3569
HRQ-02567,record_level_data_quality,dataset-raw-excel-data,record,EXPIRATION_BEFORE_PURCHASE_REQUIRES_REVIEW;EXPIRED_ITEM_FLAG,SME/Data Governance,open,SBRN=SBRN3570
HRQ-02568,record_level_data_quality,dataset-raw-excel-data,record,FUTURE_PURCHASE_DATE_REQUIRES_REVIEW;EXPIRATION_BEFORE_PURCHASE_REQUIRES_REVIEW;EXPIRED_ITEM_FLAG,SME/Data Governance,open,SBRN=SBRN3571
HRQ-02569,record_level_data_quality,dataset-raw-excel-data,record,RECALL_STATUS_MONITORING_REQUIRES_GOVERNANCE;EXPIRATION_BEFORE_PURCHASE_REQUIRES_REVIEW;EXPIRED_ITEM_FLAG,SME/Data Governance,open,SBRN=SBRN3573
HRQ-02570,record_level_data_quality,dataset-raw-excel-data,record,RECALL_STATUS_MONITORING_REQUIRES_GOVERNANCE;EXPIRATION_BEFORE_PURCHASE_REQUIRES_REVIEW;EXPIRED_ITEM_FLAG,SME/Data Governance,open,SBRN=SBRN3575
HRQ-02571,record_level_data_quality,dataset-raw-excel-data,record,RECALL_STATUS_MONITORING_REQUIRES_GOVERNANCE;EXPIRED_ITEM_FLAG,SME/Data Governance,open,SBRN=SBRN3576
HRQ-02572,record_level_data_quality,dataset-raw-excel-data,record,EXPIRATION_BEFORE_PURCHASE_REQUIRES_REVIEW;EXPIRED_ITEM_FLAG,SME/Data Governance,open,SBRN=SBRN3577
HRQ-02573,record_level_data_quality,dataset-raw-excel-data,record,MISSING_RECALL_STATUS_NORMALIZED_TO_NONE;EXPIRATION_BEFORE_PURCHASE_REQUIRES_REVIEW;EXPIRED_ITEM_FLAG,SME/Data Governance,open,SBRN=SBRN3578
HRQ-02574,record_level_data_quality,dataset-raw-excel-data,record,FUTURE_PURCHASE_DATE_REQUIRES_REVIEW;EXPIRATION_BEFORE_PURCHASE_REQUIRES_REVIEW;EXPIRED_ITEM_FLAG,SME/Data Governance,open,SBRN=SBRN3579
HRQ-02575,record_level_data_quality,dataset-raw-excel-data,record,RECALL_STATUS_MONITORING_REQUIRES_GOVERNANCE;FUTURE_PURCHASE_DATE_REQUIRES_REVIEW,SME/Data Governance,open,SBRN=SBRN3580
