SBRN,field,before,after,rule
SBRN3677,Expiration Date,2027-01-22 00:00:00,2027-01-22,standardization_or_format_normalization
SBRN3678,Recall Status,,None,standardization_or_format_normalization
SBRN3678,Order Status,Received,Delivered,standardization_or_format_normalization
SBRN3678,Purchase Date,2027-11-19 00:00:00,2027-11-19,standardization_or_format_normalization
SBRN3678,Expiration Date,2023-07-24 00:00:00,2023-07-24,standardization_or_format_normalization
SBRN3679,Recall Status,Active Recall,Active,standardization_or_format_normalization
SBRN3679,Order Status,Backordered,Pending,standardization_or_format_normalization
SBRN3679,Purchase Date,2023-04-09 00:00:00,2023-04-09,standardization_or_format_normalization
SBRN3679,Expiration Date,2023-09-17 00:00:00,2023-09-17,standardization_or_format_normalization
SBRN3680,Order Status,Received,Delivered,standardization_or_format_normalization
SBRN3680,Purchase Date,2027-12-14 00:00:00,2027-12-14,standardization_or_format_normalization
SBRN3680,Expiration Date,2024-03-21 00:00:00,2024-03-21,standardization_or_format_normalization
SBRN3681,Recall Status,,None,standardization_or_format_normalization
SBRN3681,Order Status,Ordered,Pending,standardization_or_format_normalization
SBRN3681,Purchase Date,03/04/2024,,standardization_or_format_normalization
SBRN3681,Expiration Date,2024-12-16 00:00:00,2024-12-16,standardization_or_format_normalization
SBRN3682,Unit of Measure,Each,EA,standardization_or_format_normalization
SBRN3682,Manufacturer Name,Med-Supply,MedSupply Corp,standardization_or_format_normalization
SBRN3682,Order Status,Cancelled,Canceled,standardization_or_format_normalization
SBRN3682,Purchase Date,2023-05-15 00:00:00,2023-05-15,standardization_or_format_normalization
SBRN3682,Expiration Date,2024-06-17 00:00:00,2024-06-17,standardization_or_format_normalization
SBRN3683,Unit of Measure,Each,EA,standardization_or_format_normalization
SBRN3683,Manufacturer Name,SurgiTech,SurgiTech LLC,standardization_or_format_normalization
SBRN3683,Order Status,Received,Delivered,standardization_or_format_normalization
SBRN3683,Purchase Date,2027-05-14 00:00:00,2027-05-14,standardization_or_format_normalization
SBRN3683,Expiration Date,2026-11-07 00:00:00,2026-11-07,standardization_or_format_normalization
SBRN3684,Unit of Measure,Each,EA,standardization_or_format_normalization
SBRN3684,Manufacturer Name,Med-Supply,MedSupply Corp,standardization_or_format_normalization
SBRN3684,Recall Status,Active Recall,Active,standardization_or_format_normalization
SBRN3684,Order Status,Ordered,Pending,standardization_or_format_normalization
SBRN3684,Purchase Date,2020-07-29 00:00:00,2020-07-29,standardization_or_format_normalization
SBRN3684,Expiration Date,2023-10-11 00:00:00,2023-10-11,standardization_or_format_normalization
SBRN3685,Unit of Measure,Each,EA,standardization_or_format_normalization
SBRN3685,Recall Status,Active Recall,Active,standardization_or_format_normalization
SBRN3685,Order Status,Cancelled,Canceled,standardization_or_format_normalization
SBRN3685,Purchase Date,2020-09-28 00:00:00,2020-09-28,standardization_or_format_normalization
SBRN3685,Expiration Date,2020-04-17 00:00:00,2020-04-17,standardization_or_format_normalization
SBRN3686,Unit of Measure,Each,EA,standardization_or_format_normalization
SBRN3686,Manufacturer Name,MedSupply LLC,MedSupply Corp,standardization_or_format_normalization
SBRN3686,Order Status,Ordered,Pending,standardization_or_format_normalization
SBRN3686,Purchase Date,2023-12-02 00:00:00,2023-12-02,standardization_or_format_normalization
SBRN3686,Expiration Date,2020-03-28 00:00:00,2020-03-28,standardization_or_format_normalization
SBRN3687,Unit of Measure,Pack,PACK,standardization_or_format_normalization
SBRN3687,Manufacturer Name,SurgiTech Corp,SurgiTech LLC,standardization_or_format_normalization
SBRN3687,Recall Status,Active Recall,Active,standardization_or_format_normalization
SBRN3687,Order Status,Backordered,Pending,standardization_or_format_normalization
SBRN3687,Purchase Date,2021-12-07 00:00:00,2021-12-07,standardization_or_format_normalization
SBRN3687,Expiration Date,2027-08-08 00:00:00,2027-08-08,standardization_or_format_normalization
SBRN3688,Unit of Measure,PK,PACK,standardization_or_format_normalization
SBRN3688,Manufacturer Name,MedSupply,MedSupply Corp,standardization_or_format_normalization
SBRN3688,Order Status,Ordered,Pending,standardization_or_format_normalization
SBRN3688,Purchase Date,2026-08-16 00:00:00,2026-08-16,standardization_or_format_normalization
SBRN3688,Expiration Date,2026-02-03 00:00:00,2026-02-03,standardization_or_format_normalization
SBRN3689,Unit of Measure,PK,PACK,standardization_or_format_normalization
SBRN3689,Manufacturer Name,Health Corp,HealthCorp Intl,standardization_or_format_normalization
SBRN3689,Recall Status,,None,standardization_or_format_normalization
SBRN3689,Order Status,Cancelled,Canceled,standardization_or_format_normalization
SBRN3689,Purchase Date,2023-08-09 00:00:00,2023-08-09,standardization_or_format_normalization
SBRN3689,Expiration Date,2025-08-29 00:00:00,2025-08-29,standardization_or_format_normalization
SBRN3690,Unit of Measure,PK,PACK,standardization_or_format_normalization
SBRN3690,Manufacturer Name,Med-Supply,MedSupply Corp,standardization_or_format_normalization
SBRN3690,Recall Status,Active Recall,Active,standardization_or_format_normalization
SBRN3690,Order Status,Backordered,Pending,standardization_or_format_normalization
SBRN3690,Purchase Date,2025-04-25 00:00:00,2025-04-25,standardization_or_format_normalization
SBRN3690,Expiration Date,2025-03-05 00:00:00,2025-03-05,standardization_or_format_normalization
SBRN3691,Unit of Measure,PK,PACK,standardization_or_format_normalization
SBRN3691,Manufacturer Name,Health Corp,HealthCorp Intl,standardization_or_format_normalization
SBRN3691,Order Status,Backordered,Pending,standardization_or_format_normalization
SBRN3691,Purchase Date,2023-08-09 00:00:00,2023-08-09,standardization_or_format_normalization
SBRN3691,Expiration Date,2025-08-21 00:00:00,2025-08-21,standardization_or_format_normalization
SBRN3692,Unit of Measure,PK,PACK,standardization_or_format_normalization
SBRN3692,Manufacturer Name,Med-Supply,MedSupply Corp,standardization_or_format_normalization
SBRN3692,Order Status,Cancelled,Canceled,standardization_or_format_normalization
SBRN3692,Purchase Date,2027-12-14 00:00:00,2027-12-14,standardization_or_format_normalization
SBRN3692,Expiration Date,2024-09-23 00:00:00,2024-09-23,standardization_or_format_normalization
SBRN3693,Unit of Measure,PK,PACK,standardization_or_format_normalization
SBRN3693,Recall Status,Active Recall,Active,standardization_or_format_normalization
SBRN3693,Order Status,Ordered,Pending,standardization_or_format_normalization
SBRN3693,Purchase Date,2023-11-22 00:00:00,2023-11-22,standardization_or_format_normalization
SBRN3693,Expiration Date,2026-01-25 00:00:00,2026-01-25,standardization_or_format_normalization
SBRN3694,Unit of Measure,PK,PACK,standardization_or_format_normalization
SBRN3694,Manufacturer Name,MedSupply,MedSupply Corp,standardization_or_format_normalization
SBRN3694,Recall Status,,None,standardization_or_format_normalization
SBRN3694,Order Status,Cancelled,Canceled,standardization_or_format_normalization
SBRN3694,Purchase Date,2021-06-26 00:00:00,2021-06-26,standardization_or_format_normalization
SBRN3694,Expiration Date,2023-04-02 00:00:00,2023-04-02,standardization_or_format_normalization
SBRN3695,Unit of Measure,PK,PACK,standardization_or_format_normalization
SBRN3695,Manufacturer Name,MedSupply LLC,MedSupply Corp,standardization_or_format_normalization
SBRN3695,Recall Status,,None,standardization_or_format_normalization
SBRN3695,Order Status,Backordered,Pending,standardization_or_format_normalization
SBRN3695,Purchase Date,2023-01-11 00:00:00,2023-01-11,standardization_or_format_normalization
SBRN3695,Expiration Date,2027-05-02 00:00:00,2027-05-02,standardization_or_format_normalization
SBRN3696,Unit of Measure,PK,PACK,standardization_or_format_normalization
SBRN3696,Manufacturer Name,MedSupply,MedSupply Corp,standardization_or_format_normalization
SBRN3696,Recall Status,,None,standardization_or_format_normalization
SBRN3696,Order Status,Received,Delivered,standardization_or_format_normalization
SBRN3696,Purchase Date,2020-09-07 00:00:00,2020-09-07,standardization_or_format_normalization
SBRN3696,Expiration Date,2023-06-15 00:00:00,2023-06-15,standardization_or_format_normalization
SBRN3697,Unit of Measure,PK,PACK,standardization_or_format_normalization
SBRN3697,Manufacturer Name,MedSupply,MedSupply Corp,standardization_or_format_normalization
SBRN3697,Recall Status,,None,standardization_or_format_normalization
SBRN3697,Order Status,Ordered,Pending,standardization_or_format_normalization
SBRN3697,Purchase Date,2026-04-15 00:00:00,2026-04-15,standardization_or_format_normalization
SBRN3697,Expiration Date,2027-09-12 00:00:00,2027-09-12,standardization_or_format_normalization
SBRN3698,Unit of Measure,PK,PACK,standardization_or_format_normalization
SBRN3698,Manufacturer Name,MedSupply LLC,MedSupply Corp,standardization_or_format_normalization
SBRN3698,Recall Status,,None,standardization_or_format_normalization
SBRN3698,Order Status,Received,Delivered,standardization_or_format_normalization
SBRN3698,Purchase Date,2020-11-12 00:00:00,2020-11-12,standardization_or_format_normalization
SBRN3698,Expiration Date,2025-08-19 00:00:00,2025-08-19,standardization_or_format_normalization
SBRN3699,Unit of Measure,PK,PACK,standardization_or_format_normalization
SBRN3699,Manufacturer Name,Health Corp,HealthCorp Intl,standardization_or_format_normalization
SBRN3699,Recall Status,,None,standardization_or_format_normalization
SBRN3699,Order Status,Received,Delivered,standardization_or_format_normalization
SBRN3699,Purchase Date,2025-10-25 00:00:00,2025-10-25,standardization_or_format_normalization
SBRN3699,Expiration Date,2025-01-15 00:00:00,2025-01-15,standardization_or_format_normalization
SBRN3700,Unit of Measure,Unit,UNIT,standardization_or_format_normalization
SBRN3700,Manufacturer Name,HealthCorp,HealthCorp Intl,standardization_or_format_normalization
SBRN3700,Recall Status,Active Recall,Active,standardization_or_format_normalization
SBRN3700,Order Status,Backordered,Pending,standardization_or_format_normalization
SBRN3700,Purchase Date,2021-01-31 00:00:00,2021-01-31,standardization_or_format_normalization
SBRN3700,Expiration Date,2022-11-27 00:00:00,2022-11-27,standardization_or_format_normalization
SBRN3701,Unit of Measure,Unit,UNIT,standardization_or_format_normalization
SBRN3701,Manufacturer Name,HealthCorp,HealthCorp Intl,standardization_or_format_normalization
SBRN3701,Order Status,Received,Delivered,standardization_or_format_normalization
SBRN3701,Purchase Date,2027-12-14 00:00:00,2027-12-14,standardization_or_format_normalization
SBRN3701,Expiration Date,2024-06-07 00:00:00,2024-06-07,standardization_or_format_normalization
SBRN3702,Unit of Measure,Unit,UNIT,standardization_or_format_normalization
SBRN3702,Manufacturer Name,SurgiTech,SurgiTech LLC,standardization_or_format_normalization
SBRN3702,Order Status,Backordered,Pending,standardization_or_format_normalization
SBRN3702,Purchase Date,2027-02-01 00:00:00,2027-02-01,standardization_or_format_normalization
SBRN3702,Expiration Date,2023-07-24 00:00:00,2023-07-24,standardization_or_format_normalization
SBRN3703,Unit of Measure,Unit,UNIT,standardization_or_format_normalization
SBRN3703,Manufacturer Name,MedSupply LLC,MedSupply Corp,standardization_or_format_normalization
SBRN3703,Recall Status,,None,standardization_or_format_normalization
SBRN3703,Order Status,Ordered,Pending,standardization_or_format_normalization
SBRN3703,Purchase Date,2020-05-09 00:00:00,2020-05-09,standardization_or_format_normalization
SBRN3703,Expiration Date,2023-08-07 00:00:00,2023-08-07,standardization_or_format_normalization
SBRN3704,Manufacturer Name,SurgiTech Corp,SurgiTech LLC,standardization_or_format_normalization
SBRN3704,Recall Status,Active Recall,Active,standardization_or_format_normalization
SBRN3704,Order Status,Backordered,Pending,standardization_or_format_normalization
SBRN3704,Purchase Date,2025-01-16 00:00:00,2025-01-16,standardization_or_format_normalization
SBRN3704,Expiration Date,2021-10-11 00:00:00,2021-10-11,standardization_or_format_normalization
SBRN3705,Recall Status,,None,standardization_or_format_normalization
SBRN3705,Order Status,Cancelled,Canceled,standardization_or_format_normalization
SBRN3705,Purchase Date,2022-10-08 00:00:00,2022-10-08,standardization_or_format_normalization
SBRN3705,Expiration Date,2027-01-27 00:00:00,2027-01-27,standardization_or_format_normalization
SBRN3706,Order Status,Backordered,Pending,standardization_or_format_normalization
SBRN3706,Purchase Date,2022-07-25 00:00:00,2022-07-25,standardization_or_format_normalization
SBRN3706,Expiration Date,2023-05-17 00:00:00,2023-05-17,standardization_or_format_normalization
SBRN3707,Recall Status,Active Recall,Active,standardization_or_format_normalization
SBRN3707,Order Status,Ordered,Pending,standardization_or_format_normalization
SBRN3707,Purchase Date,06/30/2021,,standardization_or_format_normalization
SBRN3707,Expiration Date,2020-05-01 00:00:00,2020-05-01,standardization_or_format_normalization
SBRN3708,Manufacturer Name,HealthCorp,HealthCorp Intl,standardization_or_format_normalization
SBRN3708,Recall Status,Active Recall,Active,standardization_or_format_normalization
SBRN3708,Order Status,Cancelled,Canceled,standardization_or_format_normalization
SBRN3708,Purchase Date,2023-03-13 00:00:00,2023-03-13,standardization_or_format_normalization
SBRN3708,Expiration Date,2022-02-18 00:00:00,2022-02-18,standardization_or_format_normalization
SBRN3709,Recall Status,,None,standardization_or_format_normalization
SBRN3709,Order Status,Ordered,Pending,standardization_or_format_normalization
SBRN3709,Purchase Date,2024-06-12 00:00:00,2024-06-12,standardization_or_format_normalization
SBRN3709,Expiration Date,2020-04-15 00:00:00,2020-04-15,standardization_or_format_normalization
SBRN3710,Manufacturer Name,SurgiTech,SurgiTech LLC,standardization_or_format_normalization
SBRN3710,Recall Status,,None,standardization_or_format_normalization
SBRN3710,Order Status,Received,Delivered,standardization_or_format_normalization
SBRN3710,Purchase Date,2023-01-11 00:00:00,2023-01-11,standardization_or_format_normalization
SBRN3710,Expiration Date,2028-06-20 00:00:00,2028-06-20,standardization_or_format_normalization
SBRN3711,Recall Status,,None,standardization_or_format_normalization
SBRN3711,Order Status,Cancelled,Canceled,standardization_or_format_normalization
SBRN3711,Purchase Date,2022-07-04 00:00:00,2022-07-04,standardization_or_format_normalization
SBRN3711,Expiration Date,2027-10-30 00:00:00,2027-10-30,standardization_or_format_normalization
SBRN3712,Manufacturer Name,SurgiTech,SurgiTech LLC,standardization_or_format_normalization
SBRN3712,Recall Status,Active Recall,Active,standardization_or_format_normalization
SBRN3712,Order Status,Cancelled,Canceled,standardization_or_format_normalization
SBRN3712,Purchase Date,09/24/2022,,standardization_or_format_normalization
SBRN3712,Expiration Date,2022-01-22 00:00:00,2022-01-22,standardization_or_format_normalization
SBRN3713,Recall Status,Active Recall,Active,standardization_or_format_normalization
SBRN3713,Order Status,Cancelled,Canceled,standardization_or_format_normalization
SBRN3713,Purchase Date,2026-11-09 00:00:00,2026-11-09,standardization_or_format_normalization
SBRN3713,Expiration Date,2027-10-30 00:00:00,2027-10-30,standardization_or_format_normalization
SBRN3714,Unit of Measure,Box,BOX,standardization_or_format_normalization
SBRN3714,Manufacturer Name,HealthCorp,HealthCorp Intl,standardization_or_format_normalization
SBRN3714,Recall Status,,None,standardization_or_format_normalization
SBRN3714,Order Status,Cancelled,Canceled,standardization_or_format_normalization
SBRN3714,Purchase Date,2026-07-23 00:00:00,2026-07-23,standardization_or_format_normalization
SBRN3714,Expiration Date,2021-10-22 00:00:00,2021-10-22,standardization_or_format_normalization
SBRN3715,Unit of Measure,Box,BOX,standardization_or_format_normalization
SBRN3715,Manufacturer Name,Health Corp,HealthCorp Intl,standardization_or_format_normalization
SBRN3715,Order Status,Ordered,Pending,standardization_or_format_normalization
SBRN3715,Purchase Date,2023-01-04 00:00:00,2023-01-04,standardization_or_format_normalization
SBRN3715,Expiration Date,12/11/2022,,standardization_or_format_normalization
SBRN3716,Unit of Measure,Box,BOX,standardization_or_format_normalization
SBRN3716,Manufacturer Name,MedSupply,MedSupply Corp,standardization_or_format_normalization
SBRN3716,Order Status,Cancelled,Canceled,standardization_or_format_normalization
SBRN3716,Purchase Date,2020-05-09 00:00:00,2020-05-09,standardization_or_format_normalization
SBRN3716,Expiration Date,2028-02-09 00:00:00,2028-02-09,standardization_or_format_normalization
SBRN3717,Unit of Measure,Box,BOX,standardization_or_format_normalization
SBRN3717,Manufacturer Name,Med-Supply,MedSupply Corp,standardization_or_format_normalization
SBRN3717,Recall Status,,None,standardization_or_format_normalization
SBRN3717,Order Status,Received,Delivered,standardization_or_format_normalization
SBRN3717,Purchase Date,2027-08-24 00:00:00,2027-08-24,standardization_or_format_normalization
SBRN3717,Expiration Date,2025-03-05 00:00:00,2025-03-05,standardization_or_format_normalization
SBRN3718,Unit of Measure,Box,BOX,standardization_or_format_normalization
SBRN3718,Recall Status,,None,standardization_or_format_normalization
SBRN3718,Order Status,Received,Delivered,standardization_or_format_normalization
SBRN3718,Purchase Date,2028-11-04 00:00:00,2028-11-04,standardization_or_format_normalization
SBRN3718,Expiration Date,2028-07-28 00:00:00,2028-07-28,standardization_or_format_normalization
SBRN3719,Unit of Measure,Box,BOX,standardization_or_format_normalization
SBRN3719,Manufacturer Name,MedSupply,MedSupply Corp,standardization_or_format_normalization
SBRN3719,Recall Status,,None,standardization_or_format_normalization
SBRN3719,Order Status,Cancelled,Canceled,standardization_or_format_normalization
SBRN3719,Purchase Date,2020-06-09 00:00:00,2020-06-09,standardization_or_format_normalization
SBRN3719,Expiration Date,2027-12-14 00:00:00,2027-12-14,standardization_or_format_normalization
SBRN3720,Unit of Measure,BX,BOX,standardization_or_format_normalization
SBRN3720,Manufacturer Name,Med-Supply,MedSupply Corp,standardization_or_format_normalization
SBRN3720,Recall Status,Active Recall,Active,standardization_or_format_normalization
SBRN3720,Order Status,Backordered,Pending,standardization_or_format_normalization
SBRN3720,Purchase Date,2027-06-08 00:00:00,2027-06-08,standardization_or_format_normalization
SBRN3720,Expiration Date,2020-06-18 00:00:00,2020-06-18,standardization_or_format_normalization
SBRN3721,Unit of Measure,BX,BOX,standardization_or_format_normalization
SBRN3721,Manufacturer Name,MedSupply,MedSupply Corp,standardization_or_format_normalization
SBRN3721,Recall Status,,None,standardization_or_format_normalization
SBRN3721,Order Status,Backordered,Pending,standardization_or_format_normalization
SBRN3721,Purchase Date,2027-12-14 00:00:00,2027-12-14,standardization_or_format_normalization
SBRN3721,Expiration Date,2025-03-08 00:00:00,2025-03-08,standardization_or_format_normalization
SBRN3722,Unit of Measure,BX,BOX,standardization_or_format_normalization
SBRN3722,Manufacturer Name,SurgiTech Corp,SurgiTech LLC,standardization_or_format_normalization
SBRN3722,Recall Status,Active Recall,Active,standardization_or_format_normalization
SBRN3722,Order Status,Ordered,Pending,standardization_or_format_normalization
SBRN3722,Purchase Date,2028-05-02 00:00:00,2028-05-02,standardization_or_format_normalization
SBRN3722,Expiration Date,2027-08-08 00:00:00,2027-08-08,standardization_or_format_normalization
SBRN3723,Recall Status,,None,standardization_or_format_normalization
SBRN3723,Order Status,Backordered,Pending,standardization_or_format_normalization
SBRN3723,Purchase Date,2020-10-12 00:00:00,2020-10-12,standardization_or_format_normalization
SBRN3723,Expiration Date,2021-11-27 00:00:00,2021-11-27,standardization_or_format_normalization
SBRN3724,Manufacturer Name,MedSupply LLC,MedSupply Corp,standardization_or_format_normalization
SBRN3724,Recall Status,Active Recall,Active,standardization_or_format_normalization
SBRN3724,Order Status,Cancelled,Canceled,standardization_or_format_normalization
SBRN3724,Purchase Date,2020-01-11 00:00:00,2020-01-11,standardization_or_format_normalization
SBRN3724,Expiration Date,01/23/2022,,standardization_or_format_normalization
SBRN3725,Order Status,Received,Delivered,standardization_or_format_normalization
SBRN3725,Purchase Date,2023-07-17 00:00:00,2023-07-17,standardization_or_format_normalization
SBRN3725,Expiration Date,2027-10-23 00:00:00,2027-10-23,standardization_or_format_normalization
SBRN3726,Recall Status,Active Recall,Active,standardization_or_format_normalization
SBRN3726,Order Status,Cancelled,Canceled,standardization_or_format_normalization
SBRN3726,Purchase Date,2028-12-30 00:00:00,2028-12-30,standardization_or_format_normalization
SBRN3726,Expiration Date,2024-08-01 00:00:00,2024-08-01,standardization_or_format_normalization
SBRN3727,Manufacturer Name,MedSupply,MedSupply Corp,standardization_or_format_normalization
SBRN3727,Recall Status,,None,standardization_or_format_normalization
SBRN3727,Order Status,Ordered,Pending,standardization_or_format_normalization
SBRN3727,Purchase Date,2026-07-23 00:00:00,2026-07-23,standardization_or_format_normalization
SBRN3727,Expiration Date,2020-08-21 00:00:00,2020-08-21,standardization_or_format_normalization
SBRN3728,Manufacturer Name,MedSupply,MedSupply Corp,standardization_or_format_normalization
SBRN3728,Order Status,Cancelled,Canceled,standardization_or_format_normalization
SBRN3728,Purchase Date,2021-08-21 00:00:00,2021-08-21,standardization_or_format_normalization
SBRN3728,Expiration Date,2021-04-20 00:00:00,2021-04-20,standardization_or_format_normalization
SBRN3729,Recall Status,Active Recall,Active,standardization_or_format_normalization
SBRN3729,Order Status,Backordered,Pending,standardization_or_format_normalization
SBRN3729,Purchase Date,2027-11-29 00:00:00,2027-11-29,standardization_or_format_normalization
SBRN3729,Expiration Date,2023-07-24 00:00:00,2023-07-24,standardization_or_format_normalization
SBRN3730,Manufacturer Name,Med-Supply,MedSupply Corp,standardization_or_format_normalization
SBRN3730,Recall Status,,None,standardization_or_format_normalization
SBRN3730,Order Status,Received,Delivered,standardization_or_format_normalization
SBRN3730,Purchase Date,2027-06-26 00:00:00,2027-06-26,standardization_or_format_normalization
SBRN3730,Expiration Date,2027-05-22 00:00:00,2027-05-22,standardization_or_format_normalization
SBRN3731,Manufacturer Name,MedSupply,MedSupply Corp,standardization_or_format_normalization
SBRN3731,Order Status,Cancelled,Canceled,standardization_or_format_normalization
SBRN3731,Purchase Date,2023-10-13 00:00:00,2023-10-13,standardization_or_format_normalization
SBRN3731,Expiration Date,2020-08-07 00:00:00,2020-08-07,standardization_or_format_normalization
SBRN3732,Manufacturer Name,MedSupply,MedSupply Corp,standardization_or_format_normalization
SBRN3732,Recall Status,,None,standardization_or_format_normalization
SBRN3732,Order Status,Received,Delivered,standardization_or_format_normalization
SBRN3732,Purchase Date,2027-08-05 00:00:00,2027-08-05,standardization_or_format_normalization
SBRN3732,Expiration Date,2027-08-18 00:00:00,2027-08-18,standardization_or_format_normalization
SBRN3733,Manufacturer Name,Med-Supply,MedSupply Corp,standardization_or_format_normalization
SBRN3733,Recall Status,,None,standardization_or_format_normalization
SBRN3733,Order Status,Ordered,Pending,standardization_or_format_normalization
SBRN3733,Purchase Date,2024-09-14 00:00:00,2024-09-14,standardization_or_format_normalization
SBRN3733,Expiration Date,2027-10-06 00:00:00,2027-10-06,standardization_or_format_normalization
SBRN3734,Manufacturer Name,MedSupply,MedSupply Corp,standardization_or_format_normalization
SBRN3734,Recall Status,Active Recall,Active,standardization_or_format_normalization
SBRN3734,Order Status,Backordered,Pending,standardization_or_format_normalization
SBRN3734,Purchase Date,2025-11-17 00:00:00,2025-11-17,standardization_or_format_normalization
SBRN3734,Expiration Date,2022-10-24 00:00:00,2022-10-24,standardization_or_format_normalization
SBRN3735,Recall Status,,None,standardization_or_format_normalization
SBRN3735,Order Status,Ordered,Pending,standardization_or_format_normalization
SBRN3735,Purchase Date,2028-06-21 00:00:00,2028-06-21,standardization_or_format_normalization
SBRN3735,Expiration Date,2025-01-10 00:00:00,2025-01-10,standardization_or_format_normalization
SBRN3736,Unit of Measure,Each,EA,standardization_or_format_normalization
SBRN3736,Manufacturer Name,SurgiTech,SurgiTech LLC,standardization_or_format_normalization
SBRN3736,Recall Status,,None,standardization_or_format_normalization
SBRN3736,Order Status,Cancelled,Canceled,standardization_or_format_normalization
SBRN3736,Purchase Date,2027-06-08 00:00:00,2027-06-08,standardization_or_format_normalization
SBRN3736,Expiration Date,2028-12-05 00:00:00,2028-12-05,standardization_or_format_normalization
SBRN3737,Unit of Measure,Each,EA,standardization_or_format_normalization
SBRN3737,Manufacturer Name,Med-Supply,MedSupply Corp,standardization_or_format_normalization
SBRN3737,Order Status,Cancelled,Canceled,standardization_or_format_normalization
SBRN3737,Purchase Date,2025-05-14 00:00:00,2025-05-14,standardization_or_format_normalization
SBRN3737,Expiration Date,2023-10-05 00:00:00,2023-10-05,standardization_or_format_normalization
SBRN3738,Unit of Measure,Each,EA,standardization_or_format_normalization
SBRN3738,Recall Status,,None,standardization_or_format_normalization
SBRN3738,Order Status,Backordered,Pending,standardization_or_format_normalization
SBRN3738,Purchase Date,2026-06-27 00:00:00,2026-06-27,standardization_or_format_normalization
SBRN3738,Expiration Date,2026-01-01 00:00:00,2026-01-01,standardization_or_format_normalization
SBRN3739,Unit of Measure,Each,EA,standardization_or_format_normalization
SBRN3739,Order Status,Received,Delivered,standardization_or_format_normalization
SBRN3739,Purchase Date,2022-06-05 00:00:00,2022-06-05,standardization_or_format_normalization
SBRN3739,Expiration Date,2027-03-02 00:00:00,2027-03-02,standardization_or_format_normalization
SBRN3740,Unit of Measure,Each,EA,standardization_or_format_normalization
SBRN3740,Manufacturer Name,SurgiTech Corp,SurgiTech LLC,standardization_or_format_normalization
SBRN3740,Recall Status,Active Recall,Active,standardization_or_format_normalization
SBRN3740,Order Status,Ordered,Pending,standardization_or_format_normalization
SBRN3740,Purchase Date,2025-04-09 00:00:00,2025-04-09,standardization_or_format_normalization
SBRN3740,Expiration Date,2020-12-13 00:00:00,2020-12-13,standardization_or_format_normalization
SBRN3741,Unit of Measure,Pack,PACK,standardization_or_format_normalization
SBRN3741,Manufacturer Name,HealthCorp,HealthCorp Intl,standardization_or_format_normalization
SBRN3741,Recall Status,,None,standardization_or_format_normalization
SBRN3741,Order Status,Backordered,Pending,standardization_or_format_normalization
SBRN3741,Purchase Date,2026-07-14 00:00:00,2026-07-14,standardization_or_format_normalization
SBRN3741,Expiration Date,2020-10-14 00:00:00,2020-10-14,standardization_or_format_normalization
SBRN3742,Unit of Measure,PK,PACK,standardization_or_format_normalization
SBRN3742,Manufacturer Name,HealthCorp,HealthCorp Intl,standardization_or_format_normalization
SBRN3742,Recall Status,Active Recall,Active,standardization_or_format_normalization
SBRN3742,Order Status,Ordered,Pending,standardization_or_format_normalization
SBRN3742,Purchase Date,2022-07-04 00:00:00,2022-07-04,standardization_or_format_normalization
SBRN3742,Expiration Date,2028-04-11 00:00:00,2028-04-11,standardization_or_format_normalization
SBRN3743,Unit of Measure,PK,PACK,standardization_or_format_normalization
SBRN3743,Manufacturer Name,MedSupply LLC,MedSupply Corp,standardization_or_format_normalization
SBRN3743,Recall Status,,None,standardization_or_format_normalization
SBRN3743,Order Status,Ordered,Pending,standardization_or_format_normalization
SBRN3743,Purchase Date,2026-08-05 00:00:00,2026-08-05,standardization_or_format_normalization
SBRN3743,Expiration Date,2028-05-11 00:00:00,2028-05-11,standardization_or_format_normalization
SBRN3744,Unit of Measure,PK,PACK,standardization_or_format_normalization
SBRN3744,Manufacturer Name,SurgiTech,SurgiTech LLC,standardization_or_format_normalization
SBRN3744,Recall Status,,None,standardization_or_format_normalization
SBRN3744,Order Status,Cancelled,Canceled,standardization_or_format_normalization
SBRN3744,Purchase Date,2027-06-09 00:00:00,2027-06-09,standardization_or_format_normalization
SBRN3744,Expiration Date,2024-02-13 00:00:00,2024-02-13,standardization_or_format_normalization
SBRN3745,Unit of Measure,PK,PACK,standardization_or_format_normalization
SBRN3745,Recall Status,Active Recall,Active,standardization_or_format_normalization
SBRN3745,Order Status,Backordered,Pending,standardization_or_format_normalization
SBRN3745,Purchase Date,2023-12-03 00:00:00,2023-12-03,standardization_or_format_normalization
SBRN3745,Expiration Date,2026-05-09 00:00:00,2026-05-09,standardization_or_format_normalization
SBRN3746,Unit of Measure,PK,PACK,standardization_or_format_normalization
SBRN3746,Manufacturer Name,Med-Supply,MedSupply Corp,standardization_or_format_normalization
SBRN3746,Recall Status,,None,standardization_or_format_normalization
SBRN3746,Order Status,Received,Delivered,standardization_or_format_normalization
SBRN3746,Purchase Date,2027-09-27 00:00:00,2027-09-27,standardization_or_format_normalization
SBRN3746,Expiration Date,2020-09-03 00:00:00,2020-09-03,standardization_or_format_normalization
SBRN3747,Unit of Measure,Unit,UNIT,standardization_or_format_normalization
SBRN3747,Order Status,Ordered,Pending,standardization_or_format_normalization
SBRN3747,Purchase Date,2023-12-03 00:00:00,2023-12-03,standardization_or_format_normalization
SBRN3747,Expiration Date,2028-06-04 00:00:00,2028-06-04,standardization_or_format_normalization
SBRN3748,Unit of Measure,Unit,UNIT,standardization_or_format_normalization
